rep,cycles
0,539264
1,500108
2,520245
3,505236
4,521646
5,510486
6,518074
7,507954
8,513974
9,513074
10,519024
11,509734
12,516328
13,506790
14,517408
15,508604
16,517300
17,507296
18,515808
19,506598
20,508940
21,1246575
22,515638
23,518982
24,513606
25,515658
26,503942
27,512030
28,507172
29,516680
30,506016
31,514226
32,515190
33,511330
34,504912
35,511610
36,507896
37,513202
38,499858
39,517740
40,512494
41,516002
42,508646
43,516230
44,503482
45,523010
46,506876
47,514376
48,522862
49,504104
50,515680
51,510492
52,513302
53,508150
54,516794
55,503048
56,517816
57,505924
58,510674
59,506158
60,507886
61,505284
62,514204
63,505778
64,515184
65,504864
66,514152
67,511258
68,512498
69,503802
70,521176
71,510680
72,514562
73,501902
74,517814
75,514606
76,506880
77,522334
78,504824
79,521908
80,513934
81,518932
82,511232
83,509736
84,504572
85,513920
86,511908
87,519750
88,506060
89,513602
90,507500
91,511146
92,501272
93,515764
94,509656
95,515004
96,510208
97,512486
98,522758
99,506868
100,513554
101,507192
102,513886
103,507312
104,522326
105,509770
106,513694
107,508934
108,516812
109,508550
110,513896
111,502576
112,518400
113,507360
114,515340
115,506174
116,516560
117,506270
118,514236
119,505870
120,509618
121,507902
122,513562
123,509344
124,513060
125,518658
126,503706
127,517476
128,507248
129,513184
130,504528
131,516864
132,508504
133,507528
134,505378
135,514748
136,507192
137,516802
138,508848
139,511432
140,500590
141,511684
142,520890
143,524172
144,508238
145,511302
146,518794
147,515366
148,524926
149,505404
150,514256
151,513124
152,512350
153,508886
154,516162
155,510252
156,514474
157,506654
158,525340
159,504492
160,506238
161,509286
162,516988
163,507746
164,512812
165,500626
166,507838
167,513300
168,516480
169,560206
170,510622
171,574992
172,503656
173,546451
174,506824
175,514046
176,508554
177,518222
178,509902
179,502376
180,502200
181,516438
182,512448
183,517146
184,503184
185,514168
186,510234
187,517782
188,510058
189,516772
190,502558
191,515696
192,510226
193,512204
194,518748
195,507496
196,521862
197,503040
198,516158
199,504994
200,516364
201,509248
202,516678
203,508182
204,509512
205,508978
206,513398
207,503632
208,515072
209,514068
210,515994
211,515374
212,507994
213,506070
214,515858
215,508594
216,510100
217,517738
218,508786
219,515556
220,510022
221,507114
222,509472
223,515272
224,508550
225,515234
226,507016
227,515466
228,508942
229,508890
230,506338
231,514308
232,505922
233,516300
234,507756
235,513708
236,507830
237,523286
238,507778
239,512738
240,505970
241,516378
242,502858
243,510770
244,522958
245,508690
246,522276
247,510884
248,507562
249,507160
250,518810
251,512576
252,513360
253,509074
254,515808
255,505200
256,513754
257,505764
258,515848
259,506850
260,511494
261,510258
262,513878
263,508272
264,510712
265,511148
266,513248
267,522624
268,507108
269,527457
270,510358
271,511992
272,504180
273,515052
274,500890
275,511088
276,502206
277,519098
278,506168
279,512256
280,509714
281,509118
282,510038
283,518956
284,502610
285,508570
286,507542
287,515506
288,505120
289,515524
290,506654
291,512580
292,506008
293,512638
294,518152
295,504966
296,511624
297,507060
298,519078
299,503948
300,520652
301,508506
302,511610
303,508066
304,515652
305,504282
306,517136
307,504058
308,512540
309,504780
310,517104
311,510746
312,510326
313,506748
314,517626
315,507912
316,511058
317,512562
318,509790
319,517104
320,508816
321,515238
322,508430
323,516396
324,509262
325,512462
326,511354
327,515844
328,509008
329,513052
330,503854
331,521164
332,506130
333,515942
334,508374
335,513978
336,506770
337,512838
338,511344
339,518696
340,511230
341,504992
342,517824
343,507446
344,509404
345,504444
346,520124
347,507064
348,517658
349,517908
350,518702
351,512302
352,512178
353,508124
354,508190
355,505826
356,514068
357,509678
358,511192
359,503986
360,516126
361,517070
362,508744
363,506522
364,516222
365,504010
366,515996
367,505602
368,514658
369,516046
370,500320
371,513224
372,505740
373,515658
374,508606
375,509100
376,507360
377,516972
378,512454
379,508800
380,507224
381,512630
382,518360
383,516246
384,508306
385,516924
386,504902
387,516904
388,506268
389,513294
390,520552
391,514036
392,517662
393,505404
394,510434
395,506486
396,512834
397,504490
398,514022
399,505140
400,515384
401,510528
402,511072
403,504050
404,517962
405,509914
406,516116
407,509124
408,513096
409,507010
410,515122
411,517006
412,515940
413,506422
414,514588
415,507742
416,517180
417,514704
418,511300
419,516158
420,508268
421,519318
422,510616
423,509266
424,504096
425,508858
426,504138
427,510242
428,501498
429,511550
430,499058
431,512104
432,504718
433,512448
434,513396
435,517492
436,509102
437,517850
438,507546
439,514698
440,514920
441,520086
442,519594
443,547368
444,515366
445,505974
446,519272
447,502212
448,515850
449,509244
450,515604
451,508502
452,515826
453,512580
454,512106
455,510524
456,515954
457,509394
458,515194
459,511202
460,521924
461,505716
462,505880
463,502080
464,516134
465,562467
466,506368
467,513326
468,501454
469,510232
470,506754
471,515004
472,503576
473,513586
474,498732
475,512916
476,506562
477,512220
478,514806
479,517424
480,510110
481,512984
482,512296
483,511770
484,506116
485,518594
486,508514
487,513402
488,505282
489,509232
490,515566
491,512786
492,518488
493,505494
494,512946
495,501056
496,511544
497,511344
498,506912
499,505314
500,509042
501,506060
502,513546
503,508696
504,507258
505,505442
506,510796
507,514770
508,511996
509,510088
510,507488
511,503462
512,513594
513,522564
514,502046
515,519754
516,510000
517,518392
518,507600
519,512150
520,511724
521,512836
522,507182
523,515202
524,512596
525,517696
526,509624
527,510620
528,512752
529,512826
530,507518
531,512060
532,510384
533,517902
534,512780
535,514856
536,506194
537,516528
538,510142
539,514738
540,522898
