rep,cycles
0,237
1,222
2,225
3,207
4,207
5,216
6,207
7,207
8,207
9,207
10,207
11,210
12,210
13,210
14,210
15,207
16,207
17,207
18,210
19,963
20,207
21,207
22,210
23,210
24,210
25,207
26,207
27,210
28,210
29,210
30,210
31,210
32,210
33,954
34,96
35,374
36,200
37,202
38,200
39,200
40,200
41,200
42,214
43,200
44,200
45,200
46,202
47,216
48,200
49,200
50,810
51,216
52,200
53,202
54,202
55,200
56,214
57,214
58,200
59,202
60,202
61,200
62,200
63,216
64,214
65,746
66,216
67,216
68,200
69,200
70,200
71,202
72,200
73,200
74,214
75,216
76,200
77,200
78,200
79,202
80,850
81,202
82,200
83,200
84,200
85,202
86,200
87,216
88,202
89,200
90,200
91,200
92,200
93,200
94,214
95,790
96,202
97,200
98,200
99,200
100,216
101,202
102,202
103,200
104,200
105,200
106,200
107,212
108,200
109,200
110,714
111,200
112,202
113,202
114,200
115,202
116,214
117,216
118,200
119,202
120,202
121,202
122,200
123,202
124,214
125,822
126,200
127,200
128,202
129,200
130,216
131,216
132,200
133,202
134,200
135,200
136,200
137,200
138,202
139,200
140,650
141,202
142,202
143,202
144,200
145,202
146,200
147,202
148,214
149,216
150,200
151,214
152,216
153,202
154,202
155,758
156,214
157,200
158,202
159,214
160,200
161,200
162,200
163,202
164,200
165,202
166,214
167,200
168,202
169,216
170,794
171,202
172,200
173,200
174,200
175,198
176,200
177,200
178,200
179,214
180,214
181,200
182,200
183,200
184,202
185,666
186,202
187,202
188,200
189,200
190,200
191,202
192,200
193,200
194,200
195,214
196,200
197,202
198,202
199,216
200,772
201,202
202,216
203,202
204,202
205,200
206,200
207,202
208,200
209,200
210,202
211,214
212,216
213,200
214,202
215,650
216,202
217,202
218,200
219,200
220,200
221,200
222,200
223,200
224,200
225,200
226,202
227,200
228,202
229,214
230,838
231,202
232,214
233,216
234,200
235,202
236,202
237,200
238,200
239,202
240,200
241,214
242,216
243,216
244,202
245,764
246,214
247,216
248,200
249,202
250,200
251,202
252,198
253,214
254,214
255,200
256,202
257,200
258,200
259,200
260,698
261,214
262,200
263,202
264,200
265,200
266,202
267,214
268,216
269,200
270,202
271,202
272,200
273,202
274,214
275,838
276,200
277,200
278,200
279,216
280,202
281,200
282,200
283,200
284,200
285,214
286,216
287,200
288,202
289,200
290,760
291,202
292,202
293,200
294,200
295,200
296,200
297,200
298,214
299,202
300,202
301,200
302,200
303,200
304,202
305,848
306,200
307,200
308,200
309,200
310,200
311,216
312,202
313,202
314,200
315,200
316,200
317,200
318,212
319,202
320,758
321,214
322,200
323,202
324,202
325,200
326,200
327,216
328,214
329,214
330,214
331,216
332,202
333,198
334,200
335,838
336,200
337,200
338,200
339,214
340,200
341,202
342,202
343,200
344,200
345,202
346,216
347,202
348,202
349,200
350,758
351,202
352,202
353,200
354,200
355,200
356,202
357,200
358,214
359,200
360,200
361,202
362,200
363,200
364,200
365,842
366,200
367,202
368,202
369,214
370,214
371,200
372,200
373,200
374,200
375,200
376,198
377,202
378,212
379,216
380,772
381,200
382,214
383,200
384,202
385,200
386,200
387,200
388,200
389,202
390,214
391,202
392,200
393,200
394,200
395,710
396,202
397,200
398,202
399,200
400,200
401,202
402,200
403,214
404,202
405,202
406,200
407,202
408,200
409,200
410,842
411,200
412,202
413,200
414,202
415,214
416,216
417,200
418,200
419,200
420,200
421,200
422,200
423,200
424,214
425,770
426,200
427,200
428,200
429,200
430,216
431,202
432,202
433,200
434,200
435,200
436,200
437,212
438,216
439,202
440,716
441,200
442,202
443,200
444,200
445,200
446,202
447,216
448,214
449,200
450,202
451,202
452,200
453,202
454,214
455,818
456,200
457,202
458,216
459,202
460,200
461,200
462,200
463,214
464,216
465,202
466,202
467,200
468,200
469,200
470,750
471,202
472,202
473,202
474,200
475,200
476,200
477,200
478,214
479,202
480,202
481,200
482,200
483,200
484,214
485,838
486,200
487,202
488,214
489,214
490,200
491,202
492,200
493,200
494,200
495,202
496,200
497,200
498,200
499,214
500,774
501,198
502,198
503,214
504,214
505,216
506,202
507,200
508,198
509,200
510,200
511,200
512,214
513,214
514,200
515,718
516,200
517,202
518,200
519,200
520,200
521,200
522,202
523,214
524,202
525,200
526,202
527,200
528,200
529,202
530,838
531,200
532,220
533,228
534,200
535,200
536,200
537,200
538,214
539,212
540,216
541,200
542,202
543,200
